redirect_clients,type,value
16,update_latency,108475.81631840796
16,throughput,10.908967935270548
16,read_latency,75395.68914604948
16,update_latency,107739.516840417
16,throughput,10.885609659454587
16,read_latency,74754.88801769199
16,update_latency,108415.97055312376
16,throughput,10.99168039710743
16,read_latency,73232.60128230815
16,update_latency,108127.5869435017
16,throughput,10.941924640776614
16,read_latency,73674.11751751752
16,update_latency,108725.37162837163
16,throughput,11.132584629908356
16,read_latency,73035.29234153169
16,update_latency,106340.9073814763
16,throughput,11.109876680368847
16,read_latency,72930.11333465425
16,update_latency,106886.65394710276
16,throughput,10.987670734668628
16,read_latency,72304.66271595018
16,update_latency,109105.31342094783
16,throughput,11.751240343418248
16,read_latency,68486.6101196313
16,update_latency,101911.06672107732
1,throughput,59.75354054666124
1,read_latency,15333.246304523425
1,update_latency,18084.222365293186
1,throughput,60.39117781518005
1,read_latency,15001.733686875736
1,update_latency,18100.48072871732
1,throughput,60.31854222147159
1,read_latency,15085.053162946917
1,update_latency,18071.926232312864
1,throughput,64.60904100154352
1,read_latency,13607.233266813011
1,update_latency,17336.998697133695
1,throughput,60.23737138568242
1,read_latency,15302.86211947906
1,update_latency,17867.687742938586
1,throughput,59.659463780739536
1,read_latency,15469.168461553718
1,update_latency,18042.07004981948
1,throughput,59.46848259625123
1,read_latency,15324.060399736438
1,update_latency,18290.255424003848
1,throughput,59.45494088395228
1,read_latency,15374.62114977428
1,update_latency,18231.48934679002
1,throughput,64.58458869627611
1,read_latency,13724.671798655845
1,update_latency,17228.53629380027
1,throughput,59.708336716805746
1,read_latency,15395.125645988388
1,update_latency,18081.60110658942
1,throughput,59.716537539606996
1,read_latency,15263.505107537609
1,update_latency,18212.630438269378
1,throughput,60.47484851050448
1,read_latency,15009.584652862362
1,update_latency,18033.834011097977
1,throughput,59.45890022439789
1,read_latency,15509.99933933934
1,update_latency,18095.204035964038
1,throughput,64.45130349538755
1,read_latency,13677.335495531679
1,update_latency,17314.11759784882
1,throughput,60.17053533123579
1,read_latency,15169.483216895527
1,update_latency,18031.53909301028
1,throughput,59.81916665918927
1,read_latency,15183.296289603662
1,update_latency,18203.957186117863
1,throughput,64.80902400850294
1,read_latency,13597.482020290958
1,update_latency,17230.49479281188
1,throughput,60.14990559472317
1,read_latency,15147.760660275182
1,update_latency,18061.30240118065
1,throughput,59.69946097356687
1,read_latency,15318.880256196046
1,update_latency,18176.810079234205
1,throughput,60.298719858177414
1,read_latency,15055.751949860723
1,update_latency,18100.47422597507
1,throughput,59.44698844528886
1,read_latency,15685.903072620078
1,update_latency,17919.67172932032
1,throughput,59.45971336850574
1,read_latency,15556.667970777276
1,update_latency,18035.41771872871
1,throughput,59.71750039264256
1,read_latency,15361.64383479289
1,update_latency,18103.47933092477
1,throughput,60.049997628025096
1,read_latency,15175.076967627265
1,update_latency,18106.886614457107
1,throughput,59.637938077928894
1,read_latency,15582.323246189964
1,update_latency,17942.66538662592
8,throughput,19.809864916531133
8,read_latency,33943.34969080391
8,update_latency,66663.74333266493
8,throughput,19.838396422740356
8,read_latency,34533.872942593334
8,update_latency,65872.35512156237
8,throughput,20.04771355826868
8,read_latency,34179.99919126567
8,update_latency,64793.18302334785
8,throughput,19.547819831654177
8,read_latency,36596.37842190016
8,update_latency,65147.80047694754
8,throughput,20.113642077739225
8,read_latency,33408.88928928929
8,update_latency,65533.445154845154
8,throughput,21.153992604564184
8,read_latency,31037.753918176266
8,update_latency,62619.86986436013
8,throughput,19.887634863023916
8,read_latency,35080.020755089936
8,update_latency,65547.38069216757
8,throughput,19.859829324626784
8,read_latency,34093.66554388746
8,update_latency,66533.41368867354
8,throughput,19.91115642005372
8,read_latency,35103.47524154589
8,update_latency,64819.95945945946
8,throughput,21.30583460280598
8,read_latency,30405.33988764045
8,update_latency,63030.58632376396
8,throughput,19.87949052841674
8,read_latency,35039.33171815061
8,update_latency,64946.07350901526
8,throughput,19.873840858231944
8,read_latency,34412.80144549287
8,update_latency,65562.14544730025
8,throughput,19.802333110887126
8,read_latency,34443.606943335995
8,update_latency,66176.03488372093
8,throughput,19.752618209543677
8,read_latency,34805.17608305051
8,update_latency,66009.58865958726
8,throughput,20.29793306147635
8,read_latency,34128.05552285658
8,update_latency,64652.711197226185
8,throughput,20.659620358816287
8,read_latency,31947.25307026374
8,update_latency,64405.42658454202
8,throughput,19.79163368061053
8,read_latency,35485.0
8,update_latency,65408.1617440225
8,throughput,19.991163905553744
8,read_latency,34786.446038922746
8,update_latency,65436.79075921026
8,throughput,19.767338426717533
8,read_latency,35433.2863672496
8,update_latency,65625.75603864735
8,throughput,20.028440385347192
8,read_latency,34267.455401884145
8,update_latency,65225.537617242066
8,throughput,19.800764705532927
8,read_latency,34893.82714054927
8,update_latency,65479.75099049128
8,throughput,19.80248996508821
8,read_latency,34454.41350379545
8,update_latency,65940.47356828194
8,throughput,19.917025671054386
8,read_latency,34531.694805194806
8,update_latency,65976.4249694998
8,throughput,20.703076477164508
8,read_latency,32670.71159190155
8,update_latency,63906.88432083837
8,throughput,21.182715751255607
8,read_latency,30871.28914447135
8,update_latency,62831.07295796987
2,throughput,46.87513916056938
2,read_latency,16277.50683757276
2,update_latency,26377.38311662252
2,throughput,47.10783784916918
2,read_latency,16058.500198609732
2,update_latency,26424.49635448137
2,throughput,48.47142924310409
2,read_latency,15191.56804057576
2,update_latency,26010.553573566383
2,throughput,52.726069614229715
2,read_latency,13394.47642
2,update_latency,24505.53874
2,throughput,48.13292388259417
2,read_latency,15507.029979879275
2,update_latency,25939.465387673958
2,throughput,46.98334064707336
2,read_latency,16070.875821577429
2,update_latency,26444.56972612584
2,throughput,46.48360802046766
2,read_latency,17083.925264841095
2,update_latency,25905.660076045628
2,throughput,46.50416561063457
2,read_latency,16988.579053353536
2,update_latency,26002.046605408876
2,throughput,53.06855661486291
2,read_latency,13216.355072318804
2,update_latency,24423.623997760584
2,throughput,47.15470846837263
2,read_latency,15962.454188455451
2,update_latency,26385.581524885703
2,throughput,46.87368900151074
2,read_latency,16188.979740114573
2,update_latency,26457.326787038335
2,throughput,47.05220300767092
2,read_latency,16139.933040900532
2,update_latency,26307.316771178655
2,throughput,46.49815425576682
2,read_latency,17115.000341125717
2,update_latency,25830.968922555567
2,throughput,52.73852712896205
2,read_latency,13486.739734251181
2,update_latency,24387.13504437515
2,throughput,48.057838569875614
2,read_latency,15414.292190081822
2,update_latency,26203.333540959233
2,throughput,46.971710348008706
2,read_latency,16236.478486542817
2,update_latency,26288.200035927428
2,throughput,52.99815884396176
2,read_latency,13305.33155872228
2,update_latency,24382.392597329923
2,throughput,47.0987410977492
2,read_latency,15915.166850474223
2,update_latency,26478.248339284644
2,throughput,46.86470441024987
2,read_latency,16260.888886661187
2,update_latency,26352.95036210921
2,throughput,47.10515283266837
2,read_latency,15988.352309517586
2,update_latency,26374.20017505122
2,throughput,46.48559597323173
2,read_latency,16849.092236495653
2,update_latency,26152.541369214727
2,throughput,46.49078273741448
2,read_latency,17053.76686446901
2,update_latency,25980.252574929957
2,throughput,46.88757905831924
2,read_latency,16218.36248476493
2,update_latency,26411.47410462253
2,throughput,48.36074017080046
2,read_latency,15426.32088572338
2,update_latency,25948.533637606564
2,throughput,46.99601473795022
2,read_latency,15987.762080887675
2,update_latency,26482.838056196768
